user_id,datetime,weekday,place_name,transport_mode,lon_x,lat_y
8b9c3584-5162-47e1-9627-ae0b7becf53c,2026-05-21T16:38:30+02:00,Thu,,Walk,8.691213,47.186275
8b9c3584-5162-47e1-9627-ae0b7becf53c,2026-05-21T16:38:40+02:00,Thu,,Walk,8.691456,47.186578
8b9c3584-5162-47e1-9627-ae0b7becf53c,2026-05-21T16:38:40+02:00,Thu,Neufeldweg,,8.691456,47.186578
8b9c3584-5162-47e1-9627-ae0b7becf53c,2026-05-21T16:41:51+02:00,Thu,,Run,8.691456,47.186578
8b9c3584-5162-47e1-9627-ae0b7becf53c,2026-05-21T16:41:51+02:00,Thu,,Run,8.691910,47.186887
8b9c3584-5162-47e1-9627-ae0b7becf53c,2026-05-21T16:42:01+02:00,Thu,,Run,8.692385,47.186871
8b9c3584-5162-47e1-9627-ae0b7becf53c,2026-05-21T16:42:12+02:00,Thu,,Run,8.692823,47.186854
8b9c3584-5162-47e1-9627-ae0b7becf53c,2026-05-21T16:42:34+02:00,Thu,,Run,8.693247,47.186455
8b9c3584-5162-47e1-9627-ae0b7becf53c,2026-05-21T16:42:45+02:00,Thu,,Run,8.693403,47.186225
8b9c3584-5162-47e1-9627-ae0b7becf53c,2026-05-21T16:42:55+02:00,Thu,,Run,8.693492,47.186378
8b9c3584-5162-47e1-9627-ae0b7becf53c,2026-05-21T16:43:06+02:00,Thu,,Run,8.693858,47.186378
8b9c3584-5162-47e1-9627-ae0b7becf53c,2026-05-21T16:43:16+02:00,Thu,,Run,8.694169,47.186312
8b9c3584-5162-47e1-9627-ae0b7becf53c,2026-05-21T16:43:27+02:00,Thu,,Run,8.694477,47.186272
8b9c3584-5162-47e1-9627-ae0b7becf53c,2026-05-21T16:43:48+02:00,Thu,,Run,8.694832,47.186259
8b9c3584-5162-47e1-9627-ae0b7becf53c,2026-05-21T16:43:48+02:00,Thu,,Run,8.694814,47.186170
8b9c3584-5162-47e1-9627-ae0b7becf53c,2026-05-21T16:43:48+02:00,Thu,Weidliweg,,8.694814,47.186170
8b9c3584-5162-47e1-9627-ae0b7becf53c,2026-05-21T16:48:28+02:00,Thu,,Walk,8.694814,47.186170
8b9c3584-5162-47e1-9627-ae0b7becf53c,2026-05-21T16:48:28+02:00,Thu,,Walk,8.695178,47.186374
8b9c3584-5162-47e1-9627-ae0b7becf53c,2026-05-21T16:48:38+02:00,Thu,,Walk,8.695147,47.186389
8b9c3584-5162-47e1-9627-ae0b7becf53c,2026-05-21T16:48:49+02:00,Thu,,Walk,8.695180,47.186414
8b9c3584-5162-47e1-9627-ae0b7becf53c,2026-05-21T16:49:11+02:00,Thu,,Walk,8.695281,47.186497
8b9c3584-5162-47e1-9627-ae0b7becf53c,2026-05-21T16:49:22+02:00,Thu,,Walk,8.695183,47.186422
8b9c3584-5162-47e1-9627-ae0b7becf53c,2026-05-21T16:49:32+02:00,Thu,,Walk,8.695122,47.186371
8b9c3584-5162-47e1-9627-ae0b7becf53c,2026-05-21T16:49:54+02:00,Thu,,Walk,8.695268,47.186486
8b9c3584-5162-47e1-9627-ae0b7becf53c,2026-05-21T16:50:05+02:00,Thu,,Walk,8.695334,47.186510
8b9c3584-5162-47e1-9627-ae0b7becf53c,2026-05-21T16:50:16+02:00,Thu,,Walk,8.695304,47.186556
8b9c3584-5162-47e1-9627-ae0b7becf53c,2026-05-21T16:50:27+02:00,Thu,,Walk,8.695450,47.186577
8b9c3584-5162-47e1-9627-ae0b7becf53c,2026-05-21T16:50:38+02:00,Thu,,Walk,8.695764,47.186615
8b9c3584-5162-47e1-9627-ae0b7becf53c,2026-05-21T16:50:49+02:00,Thu,,Walk,8.695790,47.186617
8b9c3584-5162-47e1-9627-ae0b7becf53c,2026-05-21T16:51:10+02:00,Thu,,Walk,8.695718,47.186592
8b9c3584-5162-47e1-9627-ae0b7becf53c,2026-05-21T16:51:21+02:00,Thu,,Walk,8.695710,47.186588
8b9c3584-5162-47e1-9627-ae0b7becf53c,2026-05-21T16:51:32+02:00,Thu,,Walk,8.695709,47.186599
8b9c3584-5162-47e1-9627-ae0b7becf53c,2026-05-21T16:51:43+02:00,Thu,,Walk,8.695697,47.186614
8b9c3584-5162-47e1-9627-ae0b7becf53c,2026-05-21T16:51:54+02:00,Thu,,Walk,8.695692,47.186582
8b9c3584-5162-47e1-9627-ae0b7becf53c,2026-05-21T16:52:05+02:00,Thu,,Walk,8.695667,47.186554
8b9c3584-5162-47e1-9627-ae0b7becf53c,2026-05-21T16:52:26+02:00,Thu,,Walk,8.696147,47.186705
8b9c3584-5162-47e1-9627-ae0b7becf53c,2026-05-21T16:52:37+02:00,Thu,,Walk,8.696618,47.186829
8b9c3584-5162-47e1-9627-ae0b7becf53c,2026-05-21T16:52:48+02:00,Thu,,Walk,8.696603,47.186832
8b9c3584-5162-47e1-9627-ae0b7becf53c,2026-05-21T16:53:10+02:00,Thu,,Walk,8.696641,47.186836
8b9c3584-5162-47e1-9627-ae0b7becf53c,2026-05-21T16:53:20+02:00,Thu,,Walk,8.696569,47.186861
8b9c3584-5162-47e1-9627-ae0b7becf53c,2026-05-21T16:53:31+02:00,Thu,,Walk,8.696541,47.186869
8b9c3584-5162-47e1-9627-ae0b7becf53c,2026-05-21T16:53:32+02:00,Thu,,Walk,8.696622,47.186842
8b9c3584-5162-47e1-9627-ae0b7becf53c,2026-05-21T16:53:53+02:00,Thu,,Run,8.696622,47.186842
8b9c3584-5162-47e1-9627-ae0b7becf53c,2026-05-21T16:54:03+02:00,Thu,,Run,8.696625,47.186805
8b9c3584-5162-47e1-9627-ae0b7becf53c,2026-05-21T16:54:14+02:00,Thu,,Run,8.696614,47.186792
8b9c3584-5162-47e1-9627-ae0b7becf53c,2026-05-21T16:54:25+02:00,Thu,,Run,8.696697,47.186821
8b9c3584-5162-47e1-9627-ae0b7becf53c,2026-05-21T16:54:36+02:00,Thu,,Run,8.696919,47.186930
8b9c3584-5162-47e1-9627-ae0b7becf53c,2026-05-21T16:54:47+02:00,Thu,,Run,8.697313,47.187079
8b9c3584-5162-47e1-9627-ae0b7becf53c,2026-05-21T16:55:08+02:00,Thu,,Run,8.697612,47.187177
8b9c3584-5162-47e1-9627-ae0b7becf53c,2026-05-21T16:55:19+02:00,Thu,,Run,8.697609,47.187175
8b9c3584-5162-47e1-9627-ae0b7becf53c,2026-05-21T16:55:30+02:00,Thu,,Run,8.697633,47.187185
8b9c3584-5162-47e1-9627-ae0b7becf53c,2026-05-21T16:55:52+02:00,Thu,,Run,8.697609,47.187149
8b9c3584-5162-47e1-9627-ae0b7becf53c,2026-05-21T16:56:03+02:00,Thu,,Run,8.697560,47.187127
8b9c3584-5162-47e1-9627-ae0b7becf53c,2026-05-21T16:56:13+02:00,Thu,,Run,8.697524,47.187150
8b9c3584-5162-47e1-9627-ae0b7becf53c,2026-05-21T16:56:23+02:00,Thu,,Run,8.697589,47.187165
8b9c3584-5162-47e1-9627-ae0b7becf53c,2026-05-21T16:56:34+02:00,Thu,,Run,8.697591,47.187195
8b9c3584-5162-47e1-9627-ae0b7becf53c,2026-05-21T16:56:44+02:00,Thu,,Run,8.697904,47.187303
8b9c3584-5162-47e1-9627-ae0b7becf53c,2026-05-21T16:57:06+02:00,Thu,,Run,8.698170,47.187383
8b9c3584-5162-47e1-9627-ae0b7becf53c,2026-05-21T16:57:17+02:00,Thu,,Run,8.698482,47.187417
8b9c3584-5162-47e1-9627-ae0b7becf53c,2026-05-21T16:57:28+02:00,Thu,,Run,8.698968,47.187564
8b9c3584-5162-47e1-9627-ae0b7becf53c,2026-05-21T16:57:31+02:00,Thu,,Run,8.698930,47.187558
8b9c3584-5162-47e1-9627-ae0b7becf53c,2026-05-21T16:57:50+02:00,Thu,,Walk,8.698930,47.187558
8b9c3584-5162-47e1-9627-ae0b7becf53c,2026-05-21T16:58:01+02:00,Thu,,Walk,8.698923,47.187557
8b9c3584-5162-47e1-9627-ae0b7becf53c,2026-05-21T16:58:12+02:00,Thu,,Walk,8.698947,47.187565
8b9c3584-5162-47e1-9627-ae0b7becf53c,2026-05-21T16:58:23+02:00,Thu,,Walk,8.699112,47.187556
8b9c3584-5162-47e1-9627-ae0b7becf53c,2026-05-21T16:58:34+02:00,Thu,,Walk,8.699101,47.187558
8b9c3584-5162-47e1-9627-ae0b7becf53c,2026-05-21T16:58:44+02:00,Thu,,Walk,8.699008,47.187566
8b9c3584-5162-47e1-9627-ae0b7becf53c,2026-05-21T16:59:06+02:00,Thu,,Walk,8.698848,47.187577
8b9c3584-5162-47e1-9627-ae0b7becf53c,2026-05-21T16:59:17+02:00,Thu,,Walk,8.698873,47.187582
8b9c3584-5162-47e1-9627-ae0b7becf53c,2026-05-21T16:59:27+02:00,Thu,,Walk,8.698988,47.187561
8b9c3584-5162-47e1-9627-ae0b7becf53c,2026-05-21T16:59:48+02:00,Thu,,Walk,8.699359,47.187627
8b9c3584-5162-47e1-9627-ae0b7becf53c,2026-05-21T16:59:58+02:00,Thu,,Walk,8.699808,47.187757
8b9c3584-5162-47e1-9627-ae0b7becf53c,2026-05-21T16:59:58+02:00,Thu,Bachtobelstrasse 15,,8.699808,47.187757
8b9c3584-5162-47e1-9627-ae0b7becf53c,2026-05-21T17:09:15+02:00,Thu,,Run,8.699808,47.187757
8b9c3584-5162-47e1-9627-ae0b7becf53c,2026-05-21T17:09:15+02:00,Thu,,Run,8.700154,47.187920
8b9c3584-5162-47e1-9627-ae0b7becf53c,2026-05-21T17:09:25+02:00,Thu,,Run,8.700264,47.187837
8b9c3584-5162-47e1-9627-ae0b7becf53c,2026-05-21T17:09:47+02:00,Thu,,Run,8.700755,47.188041
8b9c3584-5162-47e1-9627-ae0b7becf53c,2026-05-21T17:09:58+02:00,Thu,,Run,8.701061,47.188090
8b9c3584-5162-47e1-9627-ae0b7becf53c,2026-05-21T17:10:08+02:00,Thu,,Run,8.701320,47.188203
8b9c3584-5162-47e1-9627-ae0b7becf53c,2026-05-21T17:10:30+02:00,Thu,,Run,8.701827,47.188443
8b9c3584-5162-47e1-9627-ae0b7becf53c,2026-05-21T17:10:41+02:00,Thu,,Run,8.702169,47.188577
8b9c3584-5162-47e1-9627-ae0b7becf53c,2026-05-21T17:10:51+02:00,Thu,,Run,8.702433,47.188697
8b9c3584-5162-47e1-9627-ae0b7becf53c,2026-05-21T17:11:02+02:00,Thu,,Run,8.702673,47.188834
8b9c3584-5162-47e1-9627-ae0b7becf53c,2026-05-21T17:11:13+02:00,Thu,,Run,8.703050,47.188957
8b9c3584-5162-47e1-9627-ae0b7becf53c,2026-05-21T17:11:24+02:00,Thu,,Run,8.703359,47.189110
8b9c3584-5162-47e1-9627-ae0b7becf53c,2026-05-21T17:11:46+02:00,Thu,,Run,8.703981,47.189335
8b9c3584-5162-47e1-9627-ae0b7becf53c,2026-05-21T17:11:57+02:00,Thu,,Run,8.704271,47.189256
8b9c3584-5162-47e1-9627-ae0b7becf53c,2026-05-21T17:12:08+02:00,Thu,,Run,8.704453,47.189153
8b9c3584-5162-47e1-9627-ae0b7becf53c,2026-05-21T17:12:19+02:00,Thu,,Run,8.704555,47.189081
8b9c3584-5162-47e1-9627-ae0b7becf53c,2026-05-21T17:12:29+02:00,Thu,,Run,8.704748,47.188989
8b9c3584-5162-47e1-9627-ae0b7becf53c,2026-05-21T17:12:29+02:00,Thu,,Run,8.704764,47.188911
8b9c3584-5162-47e1-9627-ae0b7becf53c,2026-05-21T17:12:29+02:00,Thu,Sihleggstrasse 4,,8.704764,47.188911
8b9c3584-5162-47e1-9627-ae0b7becf53c,2026-05-21T17:16:07+02:00,Thu,,Walk,8.704764,47.188911
8b9c3584-5162-47e1-9627-ae0b7becf53c,2026-05-21T17:16:07+02:00,Thu,,Walk,8.704726,47.189273
8b9c3584-5162-47e1-9627-ae0b7becf53c,2026-05-21T17:16:18+02:00,Thu,,Walk,8.704728,47.189422
8b9c3584-5162-47e1-9627-ae0b7becf53c,2026-05-21T17:16:28+02:00,Thu,,Walk,8.704717,47.189538
8b9c3584-5162-47e1-9627-ae0b7becf53c,2026-05-21T17:16:39+02:00,Thu,,Walk,8.704698,47.189689
8b9c3584-5162-47e1-9627-ae0b7becf53c,2026-05-21T17:17:00+02:00,Thu,,Walk,8.704487,47.189903
8b9c3584-5162-47e1-9627-ae0b7becf53c,2026-05-21T17:17:11+02:00,Thu,,Walk,8.704310,47.189959
8b9c3584-5162-47e1-9627-ae0b7becf53c,2026-05-21T17:17:22+02:00,Thu,,Walk,8.704112,47.190014
8b9c3584-5162-47e1-9627-ae0b7becf53c,2026-05-21T17:17:44+02:00,Thu,,Walk,8.703796,47.190181
8b9c3584-5162-47e1-9627-ae0b7becf53c,2026-05-21T17:17:54+02:00,Thu,,Walk,8.703763,47.190311
8b9c3584-5162-47e1-9627-ae0b7becf53c,2026-05-21T17:18:05+02:00,Thu,,Walk,8.703748,47.190405
8b9c3584-5162-47e1-9627-ae0b7becf53c,2026-05-21T17:18:27+02:00,Thu,,Walk,8.703741,47.190668
8b9c3584-5162-47e1-9627-ae0b7becf53c,2026-05-21T17:18:38+02:00,Thu,,Walk,8.703727,47.190791
8b9c3584-5162-47e1-9627-ae0b7becf53c,2026-05-21T17:18:48+02:00,Thu,,Walk,8.703657,47.190900
8b9c3584-5162-47e1-9627-ae0b7becf53c,2026-05-21T17:18:59+02:00,Thu,,Walk,8.703620,47.191068
8b9c3584-5162-47e1-9627-ae0b7becf53c,2026-05-21T17:19:09+02:00,Thu,,Walk,8.703599,47.191298
8b9c3584-5162-47e1-9627-ae0b7becf53c,2026-05-21T17:19:19+02:00,Thu,,Walk,8.703749,47.191501
8b9c3584-5162-47e1-9627-ae0b7becf53c,2026-05-21T17:19:41+02:00,Thu,,Walk,8.704080,47.191817
8b9c3584-5162-47e1-9627-ae0b7becf53c,2026-05-21T17:19:52+02:00,Thu,,Walk,8.704138,47.191798
8b9c3584-5162-47e1-9627-ae0b7becf53c,2026-05-21T17:20:03+02:00,Thu,,Walk,8.704237,47.191814
8b9c3584-5162-47e1-9627-ae0b7becf53c,2026-05-21T17:20:24+02:00,Thu,,Walk,8.704575,47.191852
8b9c3584-5162-47e1-9627-ae0b7becf53c,2026-05-21T17:20:35+02:00,Thu,,Walk,8.704788,47.191901
8b9c3584-5162-47e1-9627-ae0b7becf53c,2026-05-21T17:20:46+02:00,Thu,,Walk,8.704992,47.191951
